VideoPacketLossRate,pFrameCountDiff,VideoBitRate,AudioBitRate,S10pFrameMeanDiff,aFrameCount,AudioNBFrames,S2pFrameCountDiff,S3pFrameMeanDiff,S1aFrameCountDiff,S9pFrameCountDiff,AudioPacketLossRate,S11pFrameMeanDiff,aFrameCountDiff,S14pFrameMeanDiff,S9pFrameMeanDiff,S27pFrameMeanDiff,S28pFrameCountDiff,S7pFrameCountDiff,S29pFrameCountDiff,S15aFrameCountDiff,S29pFrameMeanDiff,pFrameCount,S1pFrameCountDiff,BPP,S17pFrameMeanDiff,VideoNBFrames,S27pFrameCountDiff,S2pFrameMeanDiff,CC,S18pFrameMeanDiff,ISC,S4pFrameMeanDiff,S14aFrameCountDiff,iFrame3Size,S8pFrameMeanDiff,iFrame3SizeDiff,S16pFrameMeanDiff,S20pFrameMeanDiff,S6pFrameMeanDiff,S14pFrameCountDiff,S21pFrameMeanDiff,S22pFrameMeanDiff,S30pFrameMeanDiff,S0pFrameMeanDiff,S12pFrameMeanDiff,S24pFrameMeanDiff,S13pFrameMeanDiff,S28pFrameMeanDiff,S5pFrameMeanDiff,VideoStartPTS,S7aFrameCountDiff,S8pFrameCountDiff,S23pFrameCountDiff,S29aFrameCountDiff,iFrame0Size,S15pFrameMeanDiff,S19pFrameMeanDiff,S7pFrameMeanDiff,S26pFrameMeanDiff,S23pFrameMeanDiff,iFrame0SizeDiff,AudioDurationTS,S25pFrameMeanDiff,S1pFrameMeanDiff,AudioDuration,VideoDurationTS,S18pFrameCountDiff,iFrame1Size,iFrame1SizeDiff,S28aFrameCountDiff,iFrame4Size,iFrame4SizeDiff,S4aFrameCountDiff,S23aFrameCountDiff,iFrameCount,S12pFrameCountDiff,S2aFrameCountDiff,S11aFrameCountDiff,S26aFrameCountDiff,S22pFrameCountDiff,S9aFrameCountDiff,S11pFrameCountDiff,S6pFrameCountDiff,iFrameCountDiff,iFrame2Size,S5pFrameCountDiff,S21pFrameCountDiff,iFrame2SizeDiff,S20pFrameCountDiff,S19pFrameCountDiff,QP,S10aFrameCountDiff,S15pFrameCountDiff,S24aFrameCountDiff,S3aFrameCountDiff,S25aFrameCountDiff,S13aFrameCountDiff,S20aFrameCountDiff,S30pFrameCountDiff,S30aFrameCountDiff,S16pFrameCountDiff,S12aFrameCountDiff,S16aFrameCountDiff,S17pFrameCountDiff,S25pFrameCountDiff,S26pFrameCountDiff,S5aFrameCountDiff,S8aFrameCountDiff,S6aFrameCountDiff,S13pFrameCountDiff,S4pFrameCountDiff,S17aFrameCountDiff,S10pFrameCountDiff,S18aFrameCountDiff,S0pFrameCountDiff,S24pFrameCountDiff,S3pFrameCountDiff,S21aFrameCountDiff,S22aFrameCountDiff,S27aFrameCountDiff,S19aFrameCountDiff,S0aFrameCountDiff,VideoFrameRate,NR,CIHigh,CILow,MOS
4.64,25.66510172,401368,23175,2.89201484,2037,2037,26.66666667,0.362200173,4,28.57142857,5.04,1.074029016,5.034965035,1.683852779,2.135836832,2.778335995,13.33333333,20,42.85714286,4,-3.986691571,475,13.33333333,0.029034144,4.495068444,551,13.33333333,-2.434462313,0.197923975,14.16631986,69845,-0.720464809,2,0,3.101770451,100,-9.467992922,0.755043959,0.230608376,6.666666667,11.09832192,-20.8515355,3.004176209,-3.470480201,-1.146351253,-2.532638651,2.215479459,-1.187146215,-0.758801672,14,6,20,13.33333333,4,69845,4.739545932,-5.926662523,0.115806242,1.212361046,-0.622607752,0.054376601,686269,-0.261050344,1.049605959,42.891813,64275,53.33333333,0,100,4,0,100,4,6,1,13.33333333,4,8,4,93.33333333,0,33.33333333,33.33333333,80,0,13.33333333,93.33333333,100,6.666666667,28.57142857,23,8,73.33333333,10,8,8,10,6,20,8,40,4,8,53.33333333,6.666666667,6.666666667,2,6,6,0,13.33333333,2,6.666666667,0,20,13.33333333,0,4,10,6,8,4,15,999,1.294254321,1.050573265,1.172413793
0,0,288326,24380,1.19914637,2143,2143,0,0.707945125,0,-7.142857143,0.09,-0.252361627,0.093240093,1.493461803,1.866496824,0.334116714,6.666666667,0,-7.142857143,0,0.659560501,639,0,0.020856916,1.317334029,644,0,-0.901551709,0.294684111,0.087800227,46911.25,-0.289595996,0,47223,2.358160784,0.080404562,-3.339705079,0.437010846,3.109004739,0,2.780482106,-0.738848855,-1.328201645,-0.434577232,-6.845258127,-4.2073243,3.904778215,-0.416939942,-1.028268294,12,0,6.666666667,0,0,47313,-0.755264529,-0.128708551,-6.571187869,1.899395359,-0.552669393,0.080251737,686309,-1.339514163,-0.994385632,42.894312,64278,6.666666667,46457,0.081729218,0,47289,0.080292433,0,0,5,0,0,0,0,0,0,0,0,0,46676,0,0,0.081346063,0,-7.142857143,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,15,0,4.371789143,3.869590168,4.120689655
0.57,2.34741784,284493,24267,1.19914637,2133,2133,0,0.707945125,0,-7.142857143,0.56,-0.252361627,0.559440559,1.493461803,1.866496824,0.334116714,6.666666667,0,0,0,0,624,0,0.020579644,1.317334029,634,0,-0.884214176,0.294684111,-16.75479557,46911.25,-1.293477706,0,47223,2.358160784,0.080404562,-3.339705079,0.460847801,3.109004739,0,1.886199396,0.944410419,1.051942171,-0.434577232,-9.313551092,-4.2073243,3.904778215,-0.416939942,-1.028268294,14,2,6.666666667,0,0,47313,-0.755264529,-0.184064136,-6.571187869,1.899395359,-0.552669393,0.080251737,686280,-1.339514163,-0.994385632,42.8925,64274,46.66666667,46457,0.081729218,0,47289,0.080292433,2,0,5,6.666666667,2,0,0,6.666666667,0,0,0,0,46676,0,6.666666667,0.081346063,0,0,27,0,0,0,0,2,0,2,6.666666667,2,0,0,4,0,0,0,0,0,0,0,6.666666667,0,0,0,0,0,0,0,0,2,0,0,15,0,4.23399043,3.535240339,3.884615385
0,0,288322,24402,1.19914637,2145,2145,0,0.707945125,0,-7.142857143,0,-0.252361627,0,1.493461803,1.866496824,0.334116714,6.666666667,0,-7.142857143,0,0.659560501,639,0,0.020856626,1.317334029,644,0,-0.901551709,0.294684111,0.087800227,46911.25,-0.289595996,0,47223,2.358160784,0.080404562,-3.339705079,0.437010846,3.109004739,0,2.780482106,-0.738848855,-1.328201645,-0.434577232,-6.845258127,-4.2073243,3.904778215,-0.416939942,-1.028268294,14,0,6.666666667,0,0,47313,-0.755264529,-0.128708551,-6.571187869,1.899395359,-0.552669393,0.080251737,686335,-1.339514163,-0.994385632,42.895938,64279,6.666666667,46457,0.081729218,0,47289,0.080292433,0,0,5,0,0,0,0,0,0,0,0,0,46676,0,0,0.081346063,0,-7.142857143,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4.452997027,3.975574401,4.214285714
1.42,3.912363067,272192,24211,1.219470885,2128,2128,6.666666667,0.707945125,0,28.57142857,0.79,-0.252361627,0.792540793,2.494838266,4.264104878,0.334116714,6.666666667,0,0,0,0.606420556,614,0,0.019689815,1.317334029,622,0,-2.099492671,0.293736012,0.087800227,47062.66667,-0.26814444,2,47223,1.627059573,0.080404562,-3.339705079,0.437010846,1.725118483,6.666666667,2.780482106,-0.070867744,-1.879103464,-0.406235239,-6.825065626,-1.987403423,1.906515304,-0.416939942,0.143521546,9,4,13.33333333,0,0,47313,-0.755264529,-0.128708551,-6.545914069,1.899395359,-0.552669393,0.080251737,686260,-1.357575028,-0.994385632,42.89125,64180,6.666666667,0,100,2,47289,0.080292433,0,4,4,0,0,0,0,13.33333333,0,0,6.666666667,20,46676,20,0,0.081346063,0,-7.142857143,27,0,0,0,2,2,2,2,6.666666667,0,0,4,0,0,0,0,2,0,0,6.666666667,0,0,0,0,0,6.666666667,0,0,0,0,4,0,15,0,2.147725643,1.552274357,1.85
5.75,28.16901408,227796,23390,0.70748668,2055,2055,86.66666667,1.900997726,4,-7.142857143,4.15,10.94021758,4.195804196,-9.738472127,1.866496824,2.90086927,6.666666667,53.33333333,50,2,-13.43815448,459,13.33333333,0.016478299,1.728185731,554,20,-3.288352068,0.294830234,-1.683506036,46888,-1.626742939,4,0,1.063017133,100,1.385854724,0.608409905,-13.72511848,86.66666667,1.886199396,4.696479066,-1.328201645,-2.031176193,-7.074947836,-10.09614176,-12.39082035,-0.416939942,-0.887471841,11,6,26.66666667,86.66666667,4,47313,5.288711958,-5.236345788,-0.968828981,5.129518618,11.37946281,0.080251737,685978,-1.303392433,0.562511146,42.873625,64279,13.33333333,46463,0.068824605,2,0,100,6,10,2,20,6,6,6,20,6,93.33333333,60,60,0,20,6.666666667,100,6.666666667,21.42857143,27,14,33.33333333,4,10,2,2,6,0,0,20,0,2,6.666666667,0,26.66666667,8,8,4,86.66666667,13.33333333,6,6.666666667,2,6.666666667,26.66666667,20,0,2,8,2,0,15,0,1.400678788,1.15104535,1.275862069
0,0,250355,24369,1.55074022,2142,2142,0,0.902371949,0,-7.142857143,0.14,-0.846668017,0.13986014,0.989697412,1.86232924,0.797266515,6.666666667,0,-7.142857143,0,0.858070678,639,0,0.018110171,1.263543415,644,0,-1.082372786,0.294684111,-0.064395817,46911.25,-0.418813084,0,47223,1.938701851,0.080404562,-2.843493341,0.376271659,3.303423954,0,2.210892236,-0.342754693,-1.704950142,-0.016742006,-5.764556083,-3.733521657,3.484189249,-0.604697467,-0.815252006,8,0,6.666666667,0,0,47315,-0.79740736,0.152426795,-5.948609644,1.71055511,-0.597034089,0.080248348,686286,-1.868990601,-0.874876197,42.892875,64282,6.666666667,46457,0.081729218,0,47289,0.080292433,0,0,5,0,0,0,0,0,0,0,0,0,46676,0,0,0.081346063,0,-7.142857143,27,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,999,4.329362543,3.770637457,4.05
0.1,0.156494523,250219,24357,1.575552064,2141,2141,0,0.902371949,0,-7.142857143,0.19,-0.846668017,0.186480186,0.989697412,1.86232924,0.797266515,6.666666667,0,-7.142857143,0,0.858070678,638,0,0.018100333,1.263543415,643,0,-1.082372786,0.294684111,-0.064395817,46911.25,-0.418813084,0,47223,1.938701851,0.080404562,-2.843493341,0.376271659,3.303423954,0,2.210892236,-0.342754693,-1.704950142,-0.016742006,-5.764556083,-3.733521657,3.484189249,-0.604697467,-0.815252006,14,0,6.666666667,6.666666667,0,47315,-0.79740736,0.152426795,-5.948609644,1.71055511,-2.094204826,0.080248348,686304,-1.868990601,-0.874876197,42.894,64277,6.666666667,46457,0.081729218,0,47289,0.080292433,0,0,5,0,0,0,0,0,2,0,0,0,46676,0,0,0.081346063,0,-7.142857143,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,999,4.373132173,3.780713981,4.076923077
0,0,250362,24402,1.55074022,2145,2145,0,0.902371949,0,-7.142857143,0,-0.846668017,0,0.989697412,1.86232924,0.797266515,6.666666667,0,-7.142857143,0,0.858070678,639,0,0.018110677,1.263543415,644,0,-1.082372786,0.294684111,-0.064395817,46911.25,-0.418813084,0,47223,1.938701851,0.080404562,-2.843493341,0.376271659,3.303423954,0,2.210892236,-0.342754693,-1.704950142,-0.016742006,-5.764556083,-3.733521657,3.484189249,-0.604697467,-0.815252006,12,0,6.666666667,0,0,47315,-0.79740736,0.152426795,-5.948609644,1.71055511,-0.597034089,0.080248348,686321,-1.868990601,-0.874876197,42.895063,64280,6.666666667,46457,0.081729218,0,47289,0.080292433,0,0,5,0,0,0,0,0,0,0,0,0,46676,0,0,0.081346063,0,-7.142857143,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,999,4.225768921,3.636300045,3.931034483
1.06,2.660406886,236739,24242,1.55074022,2131,2131,6.666666667,0.902371949,0,-7.142857143,0.65,-0.822361758,0.652680653,1.014034234,1.86232924,0.797266515,13.33333333,0,-7.142857143,0,0.858070678,622,6.666666667,0.017125217,1.395217022,630,0,-2.330916904,0.29419234,0.087725823,46989.66667,-0.418813084,0,47223,1.938701851,0.080404562,-2.823860476,0.376271659,4.326656336,0,2.210892236,-0.342754693,-1.704950142,-0.016742006,-5.764556083,3.16283293,3.484189249,-0.945052514,0.299956932,12,0,6.666666667,6.666666667,0,47315,-0.79740736,-4.507603107,-5.948609644,1.528453675,1.67508873,0.080248348,686339,-1.868990601,0.062491157,42.896188,64281,13.33333333,46457,0.081729218,0,47289,0.080292433,0,0,4,0,0,0,0,0,0,0,6.666666667,20,0,6.666666667,0,100,0,21.42857143,27,2,0,4,0,0,2,2,0,0,0,2,2,6.666666667,0,6.666666667,0,0,0,0,0,2,0,2,0,6.666666667,0,0,0,0,0,0,15,999,2.55951845,1.976195836,2.267857143
4.04,12.36306729,225774,23162,-2.076878543,2035,2035,6.666666667,0.3569587,2,0,5.09,-0.822361758,5.128205128,0.989697412,3.339180354,0.837464826,6.666666667,6.666666667,21.42857143,4,-8.21220804,560,6.666666667,0.016332031,1.941313684,598,0,-2.330916904,0.295338337,-13.11927649,46807.33333,-0.418813084,2,0,1.938701851,100,-4.35276987,2.771602439,4.384051732,0,2.69491806,-0.342754693,-1.678240741,-0.016742006,-6.640725867,3.193099274,3.525300627,-0.580994169,1.415259192,14,8,6.666666667,6.666666667,4,47315,0.573840896,1.030084236,-5.688209814,4.730469035,-1.688386724,0.080248348,685983,1.648420901,-2.912323728,42.873938,64277,60,46457,0.081729218,6,47289,0.080292433,6,10,4,13.33333333,6,10,6,0,2,0,6.666666667,20,46676,13.33333333,6.666666667,0.081346063,6.666666667,0,27,2,6.666666667,0,8,6,14,8,0,4,20,4,10,6.666666667,73.33333333,33.33333333,14,2,6,0,0,4,13.33333333,4,0,6.666666667,6.666666667,4,4,6,8,2,15,999,1.868626477,1.476201109,1.672413793
0.13,2.34741784,156593,24392,1.479646492,2144,2144,0,-0.083652841,0,-7.142857143,0.05,-0.963176517,0.046620047,1.242071882,1.858730973,0.85932011,6.666666667,0,-7.142857143,0,1.282809389,624,0,0.011327619,0.564440263,643,0,-1.300144461,0.453320216,0.157701126,30495,0,0,30632,2.067464635,0.123899576,-3.164060457,0.158311346,3.830747943,0,2.433708681,-0.144398199,-1.893015919,-0.435317498,-5.756383842,-4.06728972,3.299840773,-1.106274937,-0.623873562,12,0,6.666666667,0,0,30982,0.345809601,0.034144259,-6.406350225,2.205233755,-0.49255809,0.122501612,686291,-1.806008777,-0.819073456,42.893188,64277,6.666666667,30441,0.124676006,0,30654,0.123810765,0,0,5,0,0,0,0,0,0,0,0,0,30253,0,0,0.125449804,0,-7.142857143,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3.772468808,3.193048433,3.482758621
0.33,0.938967136,150425,24233,1.479646492,2130,2130,0,-0.083652841,0,-7.142857143,0.7,-0.963176517,0.699300699,1.242071882,1.858730973,1.97149497,6.666666667,0,-7.142857143,0,1.282809389,633,0,0.010881438,0.564440263,641,6.666666667,-1.300144461,0.454109454,0.157701126,30442,0,2,30632,2.067464635,0.123899576,0.259251235,0.113079533,3.830747943,0,2.477297494,-0.144398199,-1.893015919,-0.435317498,-5.756383842,-4.06728972,3.299840773,-1.106274937,-0.623873562,9,2,6.666666667,0,0,30982,0.345809601,0.034144259,-6.406350225,2.205233755,-0.49255809,0.122501612,686280,-1.806008777,-0.819073456,42.8925,64279,6.666666667,30441,0.124676006,0,0,100,2,0,4,0,0,0,0,0,0,0,0,20,30253,0,0,0.125449804,0,-7.142857143,31,0,0,2,0,2,0,2,0,0,6.666666667,2,2,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,2,0,0,15,0,3.669138913,3.145675902,3.407407407
0,0,156780,24404,1.479646492,2145,2145,0,-0.083652841,0,-7.142857143,0,-0.963176517,0,1.242071882,1.858730973,0.85932011,6.666666667,0,-7.142857143,0,1.282809389,639,0,0.011341146,0.564440263,644,0,-1.300144461,0.453320216,0.157701126,30495,0,0,30632,2.067464635,0.123899576,-3.164060457,0.113079533,3.830747943,0,2.433708681,-0.144398199,-1.893015919,-0.435317498,-5.756383842,-4.06728972,3.299840773,-1.106274937,-0.623873562,12,0,6.666666667,0,0,30982,0.345809601,0.034144259,-6.406350225,2.205233755,-0.49255809,0.122501612,686277,-1.806008777,-0.819073456,42.892313,64276,6.666666667,30441,0.124676006,0,30654,0.123810765,0,0,5,0,0,0,0,0,0,0,0,0,30253,0,0,0.125449804,0,-7.142857143,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3.954853907,3.366574665,3.660714286
1.14,1.877934272,154102,24199,1.479646492,2127,2127,0,-0.083652841,0,-7.142857143,0.84,-0.963176517,0.839160839,1.242071882,1.858730973,0.85932011,6.666666667,0,-7.142857143,0,1.282809389,627,0,0.011147425,0.564440263,632,0,-1.266807423,0.453320216,0.157701126,30495,0,0,30632,2.067464635,0.123899576,-3.164060457,0.113079533,3.830747943,0,4.62432591,-0.144398199,3.861322243,-0.435317498,-6.239798785,-4.06728972,3.299840773,-1.106274937,-2.322691173,11,0,6.666666667,6.666666667,0,30982,0.345809601,0.034144259,-6.406350225,2.205233755,-1.61305126,0.122501612,686290,-1.806008777,-0.819073456,42.893125,64278,6.666666667,30441,0.124676006,2,30654,0.123810765,2,2,5,6.666666667,2,0,0,0,0,0,0,0,30253,6.666666667,13.33333333,0.125449804,0,-7.142857143,31,0,0,0,0,0,2,2,20,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,15,0,3.653463529,3.070674402,3.362068966
4.34,11.26760563,132529,23175,1.917227791,2037,2037,0,-0.083652841,2,-7.142857143,5.04,3.071587697,5.034965035,0.441128639,1.887463657,4.461438686,6.666666667,53.33333333,35.71428571,6,-9.056899777,567,0,0.009586878,0.564440263,605,46.66666667,-1.300144461,0.450124546,0.186845071,30711.5,0.039352004,4,0,-6.365614799,100,0.259251235,0.06784772,2.844970193,13.33333333,2.433708681,-0.071592385,3.140133923,-0.435317498,-5.718923644,0.156329652,-0.312963268,-1.028550702,-0.176269038,12,8,53.33333333,13.33333333,2,30982,6.406195513,-1.877934272,-17.94992211,-5.792413996,-3.054189627,0.122501612,686279,-1.772251603,-0.756469115,42.892437,64276,6.666666667,30441,0.124676006,2,0,100,6,6,2,0,12,6,6,6.666666667,2,6.666666667,6.666666667,60,0,6.666666667,0,100,0,35.71428571,31,10,6.666666667,10,2,4,2,2,13.33333333,10,6.666666667,4,4,0,0,60,4,6,2,13.33333333,0,6,6.666666667,6,0,26.66666667,0,8,2,6,10,10,15,0,1.765816215,1.400850451,1.583333333
0.27,0.156494523,148991,24380,2.013713461,2143,2143,0,0.390884284,0,-7.142857143,0.09,-1.307451672,0.093240093,1.031920748,1.606332764,0.824285146,6.666666667,0,-7.142857143,0,1.345214266,638,0,0.010777705,0.403247201,643,0,-1.552609578,0.453320216,0.331157383,30495,0.318118949,2,30632,1.957004431,0.123899576,-3.276861346,0.137373737,2.439210306,0,1.915025585,-0.553037171,-2.244331328,0.308457711,-5.981615233,-4.155948553,3.328237093,-0.695825969,-0.356241651,11,0,6.666666667,0,0,30984,0.521530763,0.562604672,-5.381316741,1.691079399,0.011055832,0.122493714,686306,-1.575371295,-0.95835902,42.894125,64280,6.666666667,30441,0.124676006,0,30654,0.123810765,0,0,5,0,0,0,0,0,0,6.666666667,0,0,30253,0,0,0.125449804,0,-7.142857143,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,999,3.454788469,2.978544864,3.216666667
0.48,0.782472613,148386,24209,2.013713461,2128,2128,0,0.506253095,0,-7.142857143,0.79,-0.884334643,0.792540793,1.031920748,1.606332764,0.824285146,6.666666667,0,-7.142857143,0,1.345214266,634,0,0.010733941,0.403247201,639,0,-1.516780127,0.453320216,0.331157383,30495,0.318118949,0,30632,1.957004431,0.123899576,-3.276861346,0.137373737,2.439210306,0,1.961544425,-0.553037171,-2.244331328,0.308457711,-12.30112632,-4.155948553,3.328237093,-0.695825969,-0.356241651,11,0,6.666666667,0,0,30984,0.521530763,0.562604672,-5.381316741,1.691079399,0.011055832,0.122493714,686306,-1.575371295,-0.95835902,42.894125,64279,6.666666667,30441,0.124676006,0,30654,0.123810765,2,2,5,13.33333333,2,2,0,0,0,0,0,0,30253,0,0,0.125449804,0,-7.142857143,31,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6.666666667,0,0,0,0,0,15,999,3.574117983,3.046571672,3.310344828
0,0,149170,24404,2.013713461,2145,2145,0,0.390884284,0,-7.142857143,0,-0.884334643,0,1.031920748,1.606332764,0.824285146,6.666666667,0,-7.142857143,0,1.345214266,639,0,0.010790654,0.403247201,644,0,-1.552609578,0.453320216,0.331157383,30495,0.318118949,0,30632,1.957004431,0.123899576,-3.276861346,0.137373737,2.439210306,0,1.915025585,-0.553037171,-2.244331328,0.308457711,-5.981615233,-4.155948553,3.328237093,-0.695825969,-0.356241651,11,0,6.666666667,0,0,30984,0.521530763,0.562604672,-5.381316741,1.691079399,0.011055832,0.122493714,686283,-1.575371295,-0.95835902,42.892688,64277,6.666666667,30441,0.124676006,0,30654,0.123810765,0,0,5,0,0,0,0,0,0,0,0,0,30253,0,0,0.125449804,0,-7.142857143,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,999,3.846189416,3.296667727,3.571428571
1.02,2.034428795,141742,24199,2.013713461,2127,2127,6.666666667,0.435135334,0,-7.142857143,0.84,-0.84222347,0.839160839,2.254992531,1.606332764,-0.028829678,6.666666667,0,21.42857143,0,-6.177028241,626,0,0.010253328,0.403247201,634,6.666666667,-1.288580642,0.454000088,0.36178859,30449.33333,0.318118949,2,0,1.99881084,100,-3.276861346,0.137373737,2.439210306,6.666666667,1.915025585,-0.129516902,-2.244331328,0.308457711,-5.981615233,-4.155948553,-0.227069179,-0.695825969,-0.356241651,9,2,6.666666667,6.666666667,0,30984,0.521530763,0.562604672,-5.381316741,1.691079399,-0.722577588,0.122493714,686275,-1.575371295,-0.95835902,42.892187,64279,6.666666667,30441,0.124676006,2,30654,0.123810765,0,0,4,0,2,0,2,6.666666667,0,0,0,20,30253,0,0,0.125449804,0,-7.142857143,31,6,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,13.33333333,0,4,0,2,0,0,0,0,0,0,0,2,15,999,2.637035504,2.190550702,2.413793103
4.64,15.1799687,130330,23220,2.013713461,2041,2041,0,-0.370865951,4,0,4.85,3.031503168,4.848484848,1.073197578,1.697063199,0.044259646,6.666666667,0,7.142857143,4,1.430976849,542,0,0.009427807,3.732310561,605,6.666666667,-1.516780127,0.452704141,18.39846436,30536.5,0.359612725,4,30632,1.957004431,0.123899576,-3.243423986,-0.943722944,4.339943158,0,16.38238487,-1.963177348,-2.244331328,-1.151385928,-10.25556846,3.00298576,3.328237093,-0.695825969,-0.311711444,11,6,6.666666667,0,2,30984,-0.882977759,-1.178006756,-5.280417052,2.059627837,0.011055832,0.122493714,686301,4.142865733,-0.95835902,42.893813,64279,53.33333333,30441,0.124676006,6,0,100,4,4,3,13.33333333,2,2,6,13.33333333,6,6.666666667,6.666666667,40,0,0,93.33333333,100,6.666666667,35.71428571,31,6,6.666666667,4,8,2,2,2,0,6,0,2,4,53.33333333,66.66666667,46.66666667,2,2,4,0,0,6,0,6,6.666666667,6.666666667,6.666666667,4,6,6,2,12,15,999,2.303374142,1.770699932,2.037037037
0.22,0,95670,24380,2.665634332,2143,2143,0,0.648980986,0,-7.142857143,0.09,-1.76962677,0.093240093,1.812629298,1.843197453,1.226551227,6.666666667,0,-7.142857143,0,1.444649865,639,0,0.006920573,1.034343434,644,0,-2.050906427,0.724016026,-0.779612967,19093.5,0.589243625,0,19143,2.125445898,0.198112716,-2.155100682,1.011135287,3.072463768,0,2.493454681,-1.079819057,-2.198573266,0.237755587,-5.485667148,-3.591970889,2.52473874,-0.946141585,-1.292223985,9,0,6.666666667,0,0,19688,-1.031518625,0.245466514,-5.931088901,2.247191011,-0.409617097,0.192639156,686309,-2.395715896,-0.677471915,42.894312,64282,6.666666667,19010,0.19949601,0,19171,0.197823937,0,0,5,0,0,0,0,0,0,0,0,0,19050,0,0,0.199077955,0,-7.142857143,35,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3.444807906,3.003467956,3.224137931
0.29,0.469483568,95393,24336,2.665634332,2139,2139,0,0.648980986,0,-7.142857143,0.28,-1.76962677,0.27972028,1.812629298,1.843197453,1.226551227,6.666666667,0,-7.142857143,0,1.444649865,636,0,0.006900535,1.034343434,641,0,-2.050906427,0.724016026,-0.779612967,19093.5,0.589243625,0,19143,2.125445898,0.198112716,-2.155100682,1.011135287,3.072463768,0,2.493454681,-0.013549853,-2.198573266,0.142653352,-5.485667148,-3.66240169,0.803926491,-0.880335756,-1.292223985,9,0,6.666666667,0,2,19688,-1.031518625,0.245466514,-5.931088901,2.247191011,-0.409617097,0.192639156,686279,-2.395715896,-0.677471915,42.892437,64278,6.666666667,19010,0.19949601,2,19171,0.197823937,0,0,5,0,2,0,0,6.666666667,2,0,0,0,19050,0,0,0.199077955,0,-7.142857143,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3.249159055,2.784174278,3.016666667
0,0,95678,24404,2.665634332,2145,2145,0,0.648980986,0,-7.142857143,0,-1.76962677,0,1.812629298,1.843197453,1.226551227,6.666666667,0,-7.142857143,0,1.444649865,639,0,0.006921152,1.034343434,644,0,-2.050906427,0.724016026,-0.779612967,19093.5,0.589243625,0,19143,2.125445898,0.198112716,-2.155100682,1.011135287,3.072463768,0,2.493454681,-1.079819057,-2.198573266,0.142653352,-5.485667148,-3.66240169,2.52473874,-0.946141585,-1.292223985,11,0,6.666666667,0,0,19688,-1.031518625,0.245466514,-5.931088901,2.247191011,-0.409617097,0.192639156,686278,-2.395715896,-0.677471915,42.892375,64278,6.666666667,19010,0.19949601,0,19171,0.197823937,0,0,5,0,0,0,0,0,0,0,0,0,19050,0,0,0.199077955,0,-7.142857143,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3.448905722,2.930404623,3.189655172
1.39,1.095461659,94874,24187,2.665634332,2126,2126,0,0.648980986,0,-7.142857143,0.89,-1.76962677,0.885780886,1.812629298,1.843197453,1.280663781,6.666666667,0,-7.142857143,0,1.444649865,632,0,0.006862992,0.985858586,637,0,-2.050906427,0.724016026,-2.765978629,19093.5,0.653524748,0,19143,2.125445898,0.198112716,-4.055455279,1.011135287,1.068322981,0,2.621689494,-1.079819057,-2.198573266,0.142653352,-5.485667148,-3.66240169,2.310050072,-0.946141585,-1.292223985,12,0,6.666666667,0,0,19688,-1.031518625,-0.152885718,-5.931088901,2.247191011,-0.302760463,0.192639156,686286,-2.395715896,-0.626018352,42.892875,64277,13.33333333,19010,0.19949601,0,19171,0.197823937,0,2,5,0,2,2,0,0,0,0,6.666666667,0,19050,0,6.666666667,0.199077955,0,0,35,2,0,0,0,6,0,2,0,0,13.33333333,0,0,0,0,0,2,0,0,6.666666667,0,0,0,2,0,0,0,0,2,0,0,0,15,0,3.257015236,2.742984764,3
